"Partei: Nr.","Partei: Kurzbezeichnung","Partei: Name","These: Nr.","These: Titel","These: These","Position: Position","Position: Begründung"
7,"FREIE WÄHLER","FREIE WÄHLER",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir stehen der Legalisierung weiterer Drogen, wie z.B. Cannabis, offen gegenüber, sofern es aus wissenschaftlicher Sicht vertretbar ist und Verbesserungen bei der Suchtprävention und -behandlung sowie weitere Zusatzmaßnahmen erfolgt sind. So darf die Abgabe nur in speziell zugelassenen Geschäften nur gegen Identitäts- und ggf. Sachkundenachweis erfolgen, gewissermaßen einem Drogenführerschein, den man bei Missbrauch wieder verlieren kann, z.B. wenn man Drogen an Minderjährige abgibt."
8,"Die PARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Allerdings haben wir vergessen, warum. Hmmmmm, saure Apfelringe, lecker ..."
9,"Tierschutzpartei","PARTEI MENSCH UMWELT TIERSCHUTZ",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir fordern ein strikte gesetzliche Regulierung anstatt Kriminalisierung von Cannabis. Damit würde dem Schutz von Minderjährigen besser Rechnung getragen als bisher, da erst in einem kontrollierten legalen Markt das Verbot, Cannabis an Minderjährige zu verkaufen, wirksam überwacht werden kann. Eine gute Cannabispolitik reguliert den Cannabismarkt so, dass sowohl der Jugendschutz gestärkt wird als auch die Risiken möglichst stark reduziert werden."
10,"NPD","Nationaldemokratische Partei Deutschlands",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu","Die Legalisierung von Cannabis wäre nur der erste Schritt in Richtung einer Liberalisierung der gesamten Drogenpolitik. Es wäre nur noch eine Frage der Zeit, bis sich die Befürworter dieser Drogen-Legalisierung auch für die Legalisierung von Heroin, Kokain und anderen harten Drogen einsetzen würden. Zudem ist Cannabis für viele Konsumenten nur der Einstieg in ein Leben mit später noch viel härteren Drogen. Dem muss ein Riegel vorgeschoben werden. "
11,"PIRATEN","Piratenpartei Deutschland",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Die Entkriminalisierung von Cannabis und die kontrollierte Abgabe beinhalten auch Aufklärung und Prävention, sowie Qualitätskontrolle per Drugchecking. Somit wird der Schwarzmarkt ausgetrocknet und die Anwender bekommen kein gepanschtes Cannabis. Zurzeit gelten Cannabis-Konsumenten noch als Straftäter. Polizeiarbeit sowie die Arbeit der Gerichte würden bei Legalisierung minimiert.Die kontrollierte Abgabe für Menschen über 18 Jahren soll daher möglich werden.  "
12,"ÖDP","Ökologisch-Demokratische Partei",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Die ÖDP fordert die Entkriminalisierung durch die Freigabe des Erwerbs und des Konsums von Marihuana in zugelassenen Verkaufsstellen ab 18 Jahren. Zielgruppenorientierte Aufklärung über Gefahren und Risiken von legalen wie illegalen Drogen, intensive Präventionsarbeit zu Sucht- und Abhängigkeitsstrukturen."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir fordern die Legalisierung von Cannabis für den privaten und medizinischen Gebrauch. Es muss dazu eine umfassende Aufklärung der Bürger*innen erfolgen und die Abgabe staatlich kontrolliert erfolgen . Dadurch wird die Kriminalität und der Handel eingedämmt sowie gesundheitsschädliche Folgen durch den Zusatz schädlicher Stoffe ausgeschlossen."
14,"DiB","DEMOKRATIE IN BEWEGUNG",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir fordern die Legalisierung von Cannabis, da andere sogenannte weiche Drogen wie Alkohol und Zigaretten mindestens genauso schädlich, wenn nicht sogar schädlicher für die Gesundheit sind, als Cannabis. Der Erwerb soll in eigens dafür zu schaffenden Verkaufsstellen erfolgen, Grenzwerte für die Fahrtüchtigkeit und andere risikobehaftete Tätigkeiten festgelegt werden."
15,"BP","Bayernpartei",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu",
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu",
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","neutral","Hierzu gibt es in der Internationalistischen Liste/MLPD unterschiedliche Ansichten. Die MLPD selbst lehnt die Legalisierung von Cannabis ab."
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir befürworten ausschließlich einen staatlich kontrollierten Verkauf von Cannabis. Staatliche Stellen sollten die Abgabe  übernehmen und für die Einhaltung von Qualitätsstandards sorgen. Die Schädigungswahrscheinlichkeit und der Schwarzmarkthandel würden dadurch eingedämmt, weil die Verbraucher das Produkt auf sichere Weise erwerben könnten. Dauerhafte Aufklärungs- und Präventionsprogramme sollten über die Gefahren des Drogenkonsums bewusst machen. "
20,"DKP","Deutsche Kommunistische Partei",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Der medizinische Nutzen von Cannabis ist zweifelsfrei belegt und muss den Patientinnen und Patienten zu Gute kommen. Der Verkauf ist ausschließlich in öffentlicher Trägerschaft durchzuführen. Die DKP ist darüber hinaus grundsätzlich für die Entkriminalisierung des Konsums von Drogen. Kriminalität und soziale Probleme sind im Kern nicht in den Drogen, sondern in den gesellschaftlichen Verhältnissen begründet. Ein weiteres Verbot von Eigenanbau ist allein aus dieser Sicht unangebracht."
21,"Die Grauen","Die Grauen – Für alle Generationen",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu",
22,"BüSo","Bürgerrechtsbewegung Solidarität",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu","Cannabiskonsum, vor allem mit hohen Dosen von THC,  hat nachgewiesenermaßen schädigende Wirkungen auf Körper und Psyche. Besonders die Jugend braucht eine Zukunft und dafür braucht sie ihren Geist! "
23,"Die Humanisten","Partei der Humanisten",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Das Verbot von Drogen führt nicht zu weniger Konsum, sondern zu einem blühenden Schwarzmarkt. Wir wollen psychoaktive Substanzen legalisieren und erwachsene, aufgeklärte Konsumenten selbst entscheiden lassen. Durch regulierten Verkauf in Apotheken, strikte Alterskontrollen und die Umsetzung von Konzepten wie Drug-Checking werden Konsumenten effektiv geschützt. Der starke Ausbau niedrigschwelliger Beratungs- und Unterstützungsangebote hilft, problematischen Konsum zu verhindern."
24,"du.","Die Urbane. Eine HipHop Partei",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir fordern die Entkriminalisierung von Drogenkonsum, insbesondere von Cannabis. Es kann nicht sein, dass die Droge Alkohol als Kulturgut zählt, während nachweislich harmlosere Substanzen wie Cannabis verboten sind."
25,"SGP","Sozialistische Gleichheitspartei, Vierte Internationale",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Das Drogenverbot war nicht in der Lage, Probleme im Umgang mit psychoaktiven Substanzen einzudämmen, sondern hat zur Kriminalisierung der Konsumenten und zu tausenden Drogentoten geführt. Stattdessen fordern wir ein generelles Werbeverbot für psychoaktive Substanzen (einschließlich Tabak und Alkohol) und eine kontrollierte Abgabe. Zugleich müssen die Arbeits- und Lebensbedingungen so gestaltet werden, dass Probleme im Umgang mit Drogen gar nicht erst aufkommen."
26,"dieBasis","Basisdemokratische Partei Deutschland",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","neutral","dieBasis betont die individuelle Freiheit. Vor einer gesetzlichen Änderung sollen jedoch die gesellschaftlichen Auswirkungen (z.B. Gesundheit, Kriminalität etc.) liberaler gesetzlicher Regelungen in anderen europäischen Ländern untersucht und berücksichtigt werden. "
27,"Bündnis C","Bündnis C - Christen für Deutschland",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu","Die Freigabe von Drogen ist eine Bankrotterklärung der Gesellschaft, weil sie Suchtprobleme nicht in den Griff bekommt. Suchtkranke brauchen keine Drogen, sondern Befreiung, Heilung und Lebenssinn. "
28,"BÜRGERBEWEGUNG","Bürgerbewegung für Fortschritt und Wandel",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Erscheint nicht bedenklich."
29,"III. Weg","DER DRITTE WEG",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu","Der Konsum von Cannabis ist entgegen der verbreiteten Vorstellung keineswegs harmlos: Gerade bei kiffenden Jugendlichen lassen sich verstärkt physische Beeinträchtigungen, soziale Verwahrlosung und Psychosen feststellen. Zudem können bei regelmäßigem Konsum hirnstrukturelle Veränderungen beobachtet werden. Nur eine konsequente Anti-Drogen-Politik kann die fortschreitende Zunahme von Drogen in Deutschland stoppen. Drogendealer müssen mit aller Härte des Gesetzes bestraft werden."
30,"BÜNDNIS21","diePinken/BÜNDNIS21",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Es ist Konsens, den Cannabis-Eigenbedarf von Erwachsenen zu entkriminalisieren in Bezug auf Konsum und Anbau im geschützten Raum (Garten, Balkon, Zimmer). Wir entlasten die Justiz und die Gesundheits- und Sozialsysteme durch einen ganzheitlichen Ansatz in der Drogenpolitik mittels Prävention durch Aufklärung und niedrigschwelligen Hilfsangeboten."
31,"LIEBE","Europäische Partei LIEBE",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu",
32,"LKR","Liberal-Konservative Reformer",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme nicht zu","Wir sind für die bestehende Regelung, Cannabis auf ärztliches Rezept aus medizinischen Gründen abzugeben. Eine generelle Freigabe des Verkaufs verharmlost die Gefahren des dauerhaften Cannabis-Konsums und die Rolle als Einstiegsdroge."
33,"PdF","Partei des Fortschritts",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Cannabis ist kein Brokkoli."
34,"LfK",">> Partei für Kinder, Jugendliche und Familien ",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","neutral",
35,"SSW","Südschleswigscher Wählerverband",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Die heutige Drogenpolitik erfüllt ihren Zweck nicht. Deshalb fordern wir einen Kurswechsel, der KonsumentInnen entkriminalisiert und Hilfen anbietet, statt zu bestrafen. Wir setzen weiterhin auf die Drogen- und Suchtprävention, diese muss besonders in Schulen ausgebaut werden. Um die Folgen einer bundesweiten Legalisierung besser einschätzen zu können, sprechen wir uns für Cannabis-Modellversuche aus."
36,"Team Todenhöfer","Team Todenhöfer – Die Gerechtigkeitspartei",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Cannabis muss dringend entkriminalisiert werden. Das spart immense Ressourcen unseres Rechtsstaates und somit Steuergelder auf der einen Seite. Auf der anderen Seite bringt es zusätzliche Steuergelder ein, die dann wiederum unter anderem in Suchtpräventionsprogramme investiert werden können, sowie in andere sozialpolitische Bereiche. "
37,"UNABHÄNGIGE","UNABHÄNGIGE für bürgernahe Demokratie",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Ein kontrollierter Verkauf von Cannabis ist nicht schädlicher als der von Alkohol. "
38,"Volt","Volt Deutschland",24,"Verkauf von Cannabis","Der kontrollierte Verkauf von Cannabis soll generell erlaubt sein.","stimme zu","Wir wollen eine evidenzbasierte und progressive Drogenpolitik etablieren, die sich in erster Linie um Prävention, Schadensminimierung und Hilfe für Konsumierende kümmert. Dies beinhaltet Programme wie in Island und eine Drogenpolitik wie in Portugal. Die strenge und kontrollierte Abgabe soll in lizenzierten Fachgeschäften stattfinden und erst mit 21 Jahren möglich sein. Alle Maßnahmen sollen wissenschaftlich begleitet werden. Gelder aus Lizenzierung sollen wieder in die Prävention fließen."
1,"CDU / CSU","Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.",25,"Austritt aus der EU","Deutschland soll aus der Europäischen Union austreten.","stimme nicht zu","Die Europäische Union ist und bleibt das größte politische Erfolgsprojekt unserer Zeit. Sie hat den Menschen in Deutschland und Europa Frieden, Freiheit, Demokratie, Sicherheit und Wohlstand gebracht. Unsere Antwort auf globale Herausforderungen lautet: Mehr Europa! Denn nur gemeinsam mit unseren europäischen Partnern werden wir unsere Werte und Interessen durchsetzen können. Aber auch Europa braucht ein Modernisierungsjahrzehnt, damit es handlungsfähiger, schneller und weltpolitikfähig wird."
2,"SPD","Sozialdemokratische Partei Deutschlands",25,"Austritt aus der EU","Deutschland soll aus der Europäischen Union austreten.","stimme nicht zu","Die Einheit Europas ist eine zivilisatorische Errungenschaft, die nach zwei Weltkriegen Frieden und Wohlstand ermöglichte. Die EU steht für Freiheit, Demokratie und Menschenrechte sowie für wirtschaftliche Zusammenarbeit und politische Partnerschaft über nationale Grenzen hinweg. Eine starke EU ist im Interesse Deutschlands. In einer sich wandelnden Welt ist die EU unsere gemeinsame Chance auf eine bessere Zukunft im 21. Jahrhundert. Europa ist das wichtigste nationale Anliegen Deutschlands."
3,"AfD","Alternative für Deutschland",25,"Austritt aus der EU","Deutschland soll aus der Europäischen Union austreten.","stimme zu","Die Vehemenz, mit welcher die Europäische Union die Transformation zum planwirtschaftlichen Superstaat in den letzten Jahren vorangetrieben hat, hat uns zu der Erkenntnis gebracht, dass sich unsere grundlegenden Reformansätze in dieser EU nicht verwirklichen lassen. Wir halten einen Austritt Deutschlands aus der Europäischen Union und die Gründung einer neuen europäischen Wirtschafts- und Interessengemeinschaft für notwendig."
4,"FDP","Freie Demokratische Partei",25,"Austritt aus der EU","Deutschland soll aus der Europäischen Union austreten.","stimme nicht zu","Nur gemeinsam in Europa können wir die großen Herausforderungen unserer Zeit bewältigen - die Folgen der Corona-Pandemie, den Klimawandel, Terrorismus und Migration. Wir wollen eine außenpolitisch starke EU, die ihre Werte, ihre Interessen und Souveränität schützt sowie sich autokratischem Machtstreben entgegenstellt. Mit mutigen Reformen ihrer Aufgaben, Arbeitsweise und Institutionen wollen wir die EU nach innen demokratisch und wirtschaftlich stark sowie nach außen handlungsfähig machen."
