awardYear,category,categoryFullName,sortOrder,portion,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1985,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,1800000,3843964,,received,for their discoveries concerning the regulation of cholesterol metabolism,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1985,433,Joseph L. Goldstein,Joseph L. Goldstein,Joseph L.,Goldstein,Joseph L. Goldstein,,male,http://masterdataapi.nobelprize.org/2/laureate/433,1940-04-18,"Sumter, SC","Sumter, SC",North America,USA,USA,"Sumter, SC, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA",,,
1995,Peace,The Nobel Peace Prize,1,1/2,7200000,9278351,1995-10-13,received,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1995,560,Joseph Rotblat,Joseph Rotblat,Joseph,Rotblat,Joseph Rotblat,,male,http://masterdataapi.nobelprize.org/2/laureate/560,1908-11-04,Warsaw,Warsaw,Europe,Russian Empire,Poland,"Warsaw, Russian Empire (now Poland)",2005-08-31,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/2,214559,2646698,,received,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1958,366,Joshua Lederberg,Joshua Lederberg,Joshua,Lederberg,Joshua Lederberg,,male,http://masterdataapi.nobelprize.org/2/laureate/366,1925-05-23,"Montclair, NJ","Montclair, NJ",North America,USA,USA,"Montclair, NJ, USA",2008-02-02,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"University of Wisconsin, Madison, WI, USA",,,
2016,Peace,The Nobel Peace Prize,1,1,8000000,8301051,2016-10-07,received,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2016,934,Juan Manuel Santos,Juan Manuel Santos,Juan Manuel,Santos,Juan Manuel Santos,,male,http://masterdataapi.nobelprize.org/2/laureate/934,1951-08-10,Bogotá,Bogotá,South America,Colombia,Colombia,"Bogotá, Colombia",,,,,,,,,,,,,,,,,,Individual,,,,,,
1956,Literature,The Nobel Prize in  Literature,1,1,200123,2699501,,received,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1956,627,Juan Ramón Jiménez,Juan Ramón Jiménez,Juan Ramón,Jiménez,Juan Ramón Jiménez,,male,http://masterdataapi.nobelprize.org/2/laureate/627,1881-12-24,Moguer,Moguer,Europe,Spain,Spain,"Moguer, Spain",1958-05-29,San Juan,San Juan,North America,Puerto Rico,Puerto Rico,"San Juan, Puerto Rico",,,,,,,,,,,Individual,Spain,,,,,
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,10000000,10545557,,received,for their discoveries concerning the activation of innate immunity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,862,Jules A. Hoffmann,Jules A. Hoffmann,Jules A.,Hoffmann,Jules A. Hoffmann,,male,http://masterdataapi.nobelprize.org/2/laureate/862,1941-08-02,Echternach,Echternach,Europe,Luxembourg,Luxembourg,"Echternach, Luxembourg",,,,,,,,,,,,,,,,,,Individual,,,"University of Strasbourg, Strasbourg, France",,,
1919,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,133127,2377268,,received,for his discoveries relating to immunity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1919,309,Jules Bordet,Jules Bordet,Jules,Bordet,Jules Bordet,,male,http://masterdataapi.nobelprize.org/2/laureate/309,1870-06-13,Soignies,Soignies,Europe,Belgium,Belgium,"Soignies, Belgium",1961-04-06,Brussels,Brussels,Europe,Belgium,Belgium,"Brussels, Belgium",,,,,,,,,,,Individual,,,"Brussels University, Brussels, Belgium",,,
1965,Physics,The Nobel Prize in Physics,2,1/3,282000,2782895,,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1965,85,Julian Schwinger,Julian Schwinger,Julian,Schwinger,Julian Schwinger,,male,http://masterdataapi.nobelprize.org/2/laureate/85,1918-02-12,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",1994-07-16,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,400000,3177966,1970-10-15,received,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,396,Julius Axelrod,Julius Axelrod,Julius,Axelrod,Julius Axelrod,,male,http://masterdataapi.nobelprize.org/2/laureate/396,1912-05-30,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",2004-12-29,"Rockville, MD","Rockville, MD",North America,USA,USA,"Rockville, MD, USA",,,,,,,,,,,Individual,,,"National Institutes of Health, Bethesda, MD, USA",,,
1927,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,126501,3593778,,received,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1927,317,Julius Wagner-Jauregg,Julius Wagner-Jauregg,Julius,Wagner-Jauregg,Julius Wagner-Jauregg,,male,http://masterdataapi.nobelprize.org/2/laureate/317,1857-03-07,Wels,Wels,Europe,Austria,Austria,"Wels, Austria",1940-09-27,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,,,,,,,,,,Individual,,,"Vienna University, Vienna, Austria",,,
1987,Physics,The Nobel Prize in Physics,2,1/2,2175000,4274764,1987-10-14,received,for their important break-through in the discovery of superconductivity in ceramic materials,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1987,131,K. Alex Müller,K. Alex Müller,K. Alex,Müller,K. Alexander Müller,,male,http://masterdataapi.nobelprize.org/2/laureate/131,1927-04-20,Basel,Basel,Europe,Switzerland,Switzerland,"Basel, Switzerland",,,,,,,,,,,,,,,,,,Individual,,,"IBM Zurich Research Laboratory, Rüschlikon, Switzerland",,,
1981,Physics,The Nobel Prize in Physics,3,1/2,1000000,2929688,1981-10-19,received,for his contribution to the development of high-resolution electron spectroscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,120,Kai M. Siegbahn,Kai M. Siegbahn,Kai M.,Siegbahn,Kai M. Siegbahn,,male,http://masterdataapi.nobelprize.org/2/laureate/120,1918-04-20,Lund,Lund,Europe,Sweden,Sweden,"Lund, Sweden",2007-07-20,Ängelholm,Ängelholm,Europe,Sweden,Sweden,"Ängelholm, Sweden",,,,,,,,,,,Individual,,,"Uppsala University, Uppsala, Sweden",,,
2014,Peace,The Nobel Peace Prize,1,1/2,8000000,8379888,2014-10-10,received,for their struggle against the suppression of children and young people and for the right of all children to education,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2014,913,Kailash Satyarthi,Kailash Satyarthi,Kailash,Satyarthi,Kailash Satyarthi,,male,http://masterdataapi.nobelprize.org/2/laureate/913,1954-01-11,Vidisha,Vidisha,Asia,India,India,"Vidisha, India",,,,,,,,,,,,,,,,,,Individual,India,,,,,
1917,Literature,The Nobel Prize in  Literature,1,1/2,133823,3920596,1917-11-08,received,"for his varied and rich poetry, which is inspired by lofty ideals",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1917,586,Karl Gjellerup,Karl Gjellerup,Karl,Gjellerup,Karl Adolph Gjellerup,,male,http://masterdataapi.nobelprize.org/2/laureate/586,1857-06-02,Roholte,Roholte,Europe,Denmark,Denmark,"Roholte, Denmark",1919-10-11,Klotzsche,Klotzsche,Europe,Germany,Germany,"Klotzsche, Germany",,,,,,,,,,,Individual,Denmark,,,,,
1930,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,172947,5066807,,received,for his discovery of human blood groups,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1930,321,Karl Landsteiner,Karl Landsteiner,Karl,Landsteiner,Karl Landsteiner,,male,http://masterdataapi.nobelprize.org/2/laureate/321,1868-06-14,Vienna,Vienna,Europe,Austrian Empire,Austria,"Vienna, Austrian Empire (now Austria)",1943-06-26,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"Rockefeller Institute for Medical Research, New York, NY, USA",,,
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,510000,3331882,,received,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1973,400,Karl von Frisch,Karl von Frisch,Karl,von Frisch,Karl von Frisch,,male,http://masterdataapi.nobelprize.org/2/laureate/400,1886-11-20,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",1982-06-12,Munich,Munich,Europe,West Germany,Germany,"Munich, West Germany (now Germany)",,,,,,,,,,,Individual,,,"Zoologisches Institut der Universität München, Munich, Germany",,,
1963,Chemistry,The Nobel Prize in Chemistry,1,1/2,265000,2839286,,received,for their discoveries in the field of the chemistry and technology of high polymers,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1963,228,Karl Ziegler,Karl Ziegler,Karl,Ziegler,Karl Ziegler,,male,http://masterdataapi.nobelprize.org/2/laureate/228,1898-11-26,Helsa,Helsa,Europe,Germany,Germany,"Helsa, Germany",1973-08-12,Mülheim,Mülheim,Europe,West Germany,Germany,"Mülheim, West Germany (now Germany)",,,,,,,,,,,Individual,,,"Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research), Mülheim/Ruhr, Germany",,,
1993,Chemistry,The Nobel Prize in Chemistry,1,1/2,6700000,9044276,1993-10-13,received,for his invention of the polymerase chain reaction (PCR) method,for contributions to the developments of methods within DNA-based chemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1993,278,Kary B. Mullis,Kary B. Mullis,Kary B.,Mullis,Kary B. Mullis,,male,http://masterdataapi.nobelprize.org/2/laureate/278,1944-12-28,"Lenoir, NC","Lenoir, NC",North America,USA,USA,"Lenoir, NC, USA",2019-08-07,"Newport Beach, CA","Newport Beach, CA",North America,USA,USA,"Newport Beach, CA, USA",,,,,,,,,,,Individual,"La Jolla, CA, USA",,,,,
2017,Literature,The Nobel Prize in  Literature,1,1,9000000,9176183,2017-10-05,received,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2017,947,Kazuo Ishiguro,Kazuo Ishiguro,Kazuo,Ishiguro,Kazuo Ishiguro,,male,http://masterdataapi.nobelprize.org/2/laureate/947,1954-11-08,Nagasaki,Nagasaki,Asia,Japan,Japan,"Nagasaki, Japan",,,,,,,,,,,,,,,,,,Individual,,,,,,
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,320000,2843602,,received,for their discoveries concerning the primary physiological and chemical visual processes in the eye,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1967,386,Keffer Hartline,Keffer Hartline,Keffer,Hartline,Haldan Keffer Hartline,,male,http://masterdataapi.nobelprize.org/2/laureate/386,1903-12-22,"Bloomsburg, PA","Bloomsburg, PA",North America,USA,USA,"Bloomsburg, PA, USA",1983-03-17,"Fallston, MD","Fallston, MD",North America,USA,USA,"Fallston, MD, USA",,,,,,,,,,,Individual,,,"Rockefeller University, New York, NY, USA",,,
1981,Chemistry,The Nobel Prize in Chemistry,1,1/2,1000000,2929688,1981-10-19,received,"for their theories, developed independently, concerning the course of chemical reactions",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1981,257,Kenichi Fukui,Kenichi Fukui,Kenichi,Fukui,Kenichi Fukui,,male,http://masterdataapi.nobelprize.org/2/laureate/257,1918-10-04,Nara,Nara,Asia,Japan,Japan,"Nara, Japan",1998-01-09,Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",,,,,,,,,,,Individual,,,"Kyoto University, Kyoto, Japan",,,
1982,Physics,The Nobel Prize in Physics,1,1,1150000,3102518,1982-10-18,received,for his theory for critical phenomena in connection with phase transitions,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1982,121,Kenneth G. Wilson,Kenneth G. Wilson,Kenneth G.,Wilson,Kenneth G. Wilson,,male,http://masterdataapi.nobelprize.org/2/laureate/121,1936-06-08,"Waltham, MA","Waltham, MA",North America,USA,USA,"Waltham, MA, USA",2013-06-15,"Saco, ME","Saco, ME",North America,USA,USA,"Saco, ME, USA",,,,,,,,,,,Individual,,,"Cornell University, Ithaca, NY, USA",,,
1972,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,480000,3345725,1972-10-25,received,for their pioneering contributions to general economic equilibrium theory and welfare theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1972,682,Kenneth J. Arrow,Kenneth J. Arrow,Kenneth J.,Arrow,Kenneth J. Arrow,,male,http://masterdataapi.nobelprize.org/2/laureate/682,1921-08-23,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",2017-02-21,"Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1994,Literature,The Nobel Prize in  Literature,1,1,7000000,9249471,,received,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1994,671,Kenzaburo Oe,Kenzaburo Oe,Kenzaburo,Oe,Kenzaburo Oe,,male,http://masterdataapi.nobelprize.org/2/laureate/671,1935-01-31,Uchiko,Uchiko,Asia,Japan,Japan,"Uchiko, Japan",,,,,,,,,,,,,,,,,,Individual,Japan,,,,,
2000,Peace,The Nobel Peace Prize,1,1,9000000,11333109,2000-10-13,received,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2000,725,Kim Dae-jung,Kim Dae-jung,Kim,Dae-jung,Kim Dae-jung,,male,http://masterdataapi.nobelprize.org/2/laureate/725,1925-12-03,Mokpo,Mokpo,Asia,Korea,South Korea,"Mokpo, Korea (now South Korea)",2009-08-18,,,,,,N/A,,,,,,,,,,,Individual,South Korea,,,,,
2017,Physics,The Nobel Prize in Physics,3,1/4,9000000,9176183,2017-10-03,received,for decisive contributions to the LIGO detector and the observation of gravitational waves,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2017,943,Kip S. Thorne,Kip S. Thorne,Kip S.,Thorne,Kip S. Thorne,,male,http://masterdataapi.nobelprize.org/2/laureate/943,1940-06-01,"Logan, UT","Logan, UT",North America,USA,USA,"Logan, UT, USA",,,,,,,,,,,,,,,,,,Individual,,,"LIGO/VIRGO Collaboration, N/A","California Institute of Technology (Caltech), Pasadena, CA, USA",,
1908,Peace,The Nobel Peace Prize,1,1/2,139800,7084459,1908-12-10,received,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,473,Klas Pontus Arnoldson,Klas Pontus Arnoldson,Klas Pontus,Arnoldson,Klas Pontus Arnoldson,,male,http://masterdataapi.nobelprize.org/2/laureate/473,1844-10-27,Gothenburg,Gothenburg,Europe,Sweden,Sweden,"Gothenburg, Sweden",1916-02-20,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1985,Physics,The Nobel Prize in Physics,1,1,1800000,3843964,1985-10-16,received,for the discovery of the quantized Hall effect,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1985,126,Klaus von Klitzing,Klaus von Klitzing,Klaus,von Klitzing,Klaus von Klitzing,,male,http://masterdataapi.nobelprize.org/2/laureate/126,1943-06-28,Schroda,Schroda,Europe,German-occupied Poland,Poland,"Schroda, German-occupied Poland (now Poland)",,,,,,,,,,,,,,,,,,Individual,,,"Max-Planck-Institut für Festkörperforschung, Stuttgart, Germany",,,
1920,Literature,The Nobel Prize in  Literature,1,1,134100,2394643,,received,"for his monumental work, <I>Growth of the Soil</I>",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1920,589,Knut Hamsun,Knut Hamsun,Knut,Hamsun,Knut Pedersen Hamsun,,male,http://masterdataapi.nobelprize.org/2/laureate/589,1859-08-04,Lom,Lom,Europe,Norway,Norway,"Lom, Norway",1952-02-19,Grimstad,Grimstad,Europe,Norway,Norway,"Grimstad, Norway",,,,,,,,,,,Individual,Norway,,,,,
2001,Peace,The Nobel Peace Prize,2,1/2,10000000,12295082,2001-10-12,received,for their work for a better organized and more peaceful world,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2001,749,Kofi Annan,Kofi Annan,Kofi,Annan,Kofi Atta Annan,,male,http://masterdataapi.nobelprize.org/2/laureate/749,1938-04-08,Kumasi,Kumasi,Africa,Gold Coast,Ghana,"Kumasi, Gold Coast (now Ghana)",2018-08-18,Bern,Bern,Europe,Switzerland,Switzerland,"Bern, Switzerland",,,,,,,,,,,Individual,Ghana,,,,,
2002,Chemistry,The Nobel Prize in Chemistry,2,1/4,10000000,12034660,2002-10-09,received,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,for the development of methods for identification and structure analyses of biological macromolecules,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2002,757,Koichi Tanaka,Koichi Tanaka,Koichi,Tanaka,Koichi Tanaka,,male,http://masterdataapi.nobelprize.org/2/laureate/757,1959-08-03,Toyama City,Toyama City,Asia,Japan,Japan,"Toyama City, Japan",,,,,,,,,,,,,,,,,,Individual,,,"Shimadzu Corp., Kyoto, Japan",,,
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,273000,2828039,,received,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1964,378,Konrad Bloch,Konrad Bloch,Konrad,Bloch,Konrad Bloch,,male,http://masterdataapi.nobelprize.org/2/laureate/378,1912-01-21,Neisse,Nysa,Europe,Germany,Poland,"Neisse, Germany (now Nysa, Poland)",2000-10-15,"Burlington, MA","Burlington, MA",North America,USA,USA,"Burlington, MA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
